Value 1,Value 2,Value 3,Value 4
7864,-1504,8388607,-231854
6681,-1546,8388607,-231754
4778,-1322,8388607,-231481
2610,-921,8388607,-231608
675,-490,8388607,-231633
-1099,44,8388607,-231908
-2586,599,8388607,-232093
-3466,1126,8388607,-232203
-3807,1526,8388607,-231997
-3617,1686,8388607,-232009
-3036,1874,8388607,-231804
-1897,2037,8388607,-231441
1,1876,8388607,-231132
2119,1475,8388607,-231191
4001,996,8388607,-231297
5773,459,8388607,-231331
7279,-126,8388607,-231502
8253,-666,8388607,-231797
8625,-1094,8388607,-231670
8469,-1399,8388607,-231451
7959,-1642,8388607,-231583
6854,-1699,8388607,-231817
4980,-1502,8388607,-231775
2738,-1036,8388607,-232027
719,-554,8388607,-232113
-958,-91,8388607,-232416
-2447,520,8388607,-232409
-3439,1086,8388607,-232370
-3779,1548,8388607,-232266
-3583,1763,8388607,-232199
-2976,1872,8388607,-232329
-1812,1851,8388607,-232449
24,1653,8388607,-232273
2119,1234,8388607,-232264
3978,764,8388607,-232189
5781,234,8388607,-232360
7296,-354,8388607,-232625
8254,-880,8388607,-232792
8623,-1307,8388607,-232619
8513,-1552,8388607,-232602
8103,-1784,8388607,-232619
7100,-1864,8388607,-232462
5311,-1671,8388607,-231963
3183,-1308,8388607,-231953
1236,-914,8388607,-231852
-513,-488,8388607,-231995
-1981,87,8388607,-232014
-2959,589,8388607,-232250
-3337,1037,8388607,-232207
-3249,1327,8388607,-232386
-2709,1524,8388607,-232416
-1599,1564,8388607,-232038
180,1355,8388607,-231521
2234,972,8388607,-231407
4136,473,8388607,-231612
5845,17,8388607,-231851
7331,-444,8388607,-231835
8397,-956,8388607,-231966
8783,-1430,8388607,-231915
8763,-1761,8388607,-232120
8461,-2041,8388607,-232206
7429,-2156,8388607,-232216
5555,-1891,8388607,-232016
3331,-1542,8388607,-231827
1270,-1041,8388607,-231700
-521,-508,8388607,-231817
-2102,107,8388607,-231719
-3149,664,8388607,-231718
-3552,1073,8388607,-231444
-3347,1375,8388607,-231477
-2742,1527,8388607,-231520
-1724,1559,8388607,-231429
-69,1409,8388607,-231391
1965,1047,8388607,-231531
3804,572,8388607,-231642
5509,147,8388607,-231761
7085,-375,8388607,-231971
8243,-866,8388607,-232162
8690,-1305,8388607,-232231
8608,-1629,8388607,-232549
8114,-1864,8388607,-232491
6998,-1937,8388607,-232572
5151,-1703,8388607,-232498
2912,-1243,8388607,-232600
764,-742,8388607,-232705
-989,-249,8388607,-232750
-2509,334,8388607,-232506
-3571,818,8388607,-232282
-4081,1279,8388607,-232072
-3996,1534,8388607,-232091
-3401,1699,8388607,-231942
-2311,1754,8388607,-232245
-586,1574,8388607,-232511
1568,1214,8388607,-232551
3556,751,8388607,-232376
5315,264,8388607,-232376
6858,-262,8388607,-232566
7914,-766,8388607,-233109
8335,-1208,8388607,-233627
8271,-1507,8388607,-233876
7916,-1747,8388607,-233617
6846,-1809,8388607,-233424
4989,-1581,8388607,-233392
2833,-1194,8388607,-233502
788,-770,8388607,-233320
-951,-241,8388607,-233239
-2549,414,8388607,-233000
-3691,1012,8388607,-232989
-4156,1564,8388607,-232757
-4031,2031,8388607,-232376
-3537,2348,8388607,-232146
-2456,2420,8388607,-232021
-730,2258,8388607,-231667
1356,1854,8388607,-231441
3374,1248,8388607,-231355
5145,743,8388607,-231668
6724,177,8388607,-231824
7791,-418,8388607,-231944
8228,-874,8388607,-232049
8158,-1205,8388607,-232311
7727,-1394,8388607,-232454
6672,-1430,8388607,-232685
4935,-1237,8388607,-232367
2806,-896,8388607,-232249
754,-444,8388607,-232209
-1026,6,8388607,-232198
-2528,523,8388607,-232143
-3584,1112,8388607,-232035
-3962,1553,8388607,-231891
-3919,1863,8388607,-232034
-3439,2038,8388607,-232075
-2387,2100,8388607,-232149
-694,1961,8388607,-231902
1461,1578,8388607,-231709
3483,1111,8388607,-231709
5217,602,8388607,-231974
6744,-18,8388607,-232090
7898,-564,8388607,-232331
8368,-977,8388607,-232312
8296,-1258,8388607,-232541
7908,-1481,8388607,-232703
6897,-1635,8388607,-233103
5163,-1416,8388607,-233374
3077,-974,8388607,-233271
1086,-489,8388607,-233104
-749,-16,8388607,-232996
-2384,563,8388607,-232776
-3484,1208,8388607,-232807
-3862,1594,8388607,-232554
-3734,1823,8388607,-232513
-3290,1968,8388607,-232467
-2327,1944,8388607,-232679
-680,1809,8388607,-232796
1321,1544,8388607,-232906
3298,1159,8388607,-232799
5069,701,8388607,-232442
6606,118,8388607,-232337
7673,-521,8388607,-232321
8114,-1053,8388607,-232112
7959,-1359,8388607,-232142
7503,-1589,8388607,-232161
6384,-1727,8388607,-232472
4687,-1621,8388607,-232670
2564,-1254,8388607,-232701
467,-716,8388607,-232478
-1391,-149,8388607,-232277
-3079,439,8388607,-232101
-4288,1016,8388607,-232293
-4839,1474,8388607,-232232
-4672,1717,8388607,-231944
-4060,1890,8388607,-231669
-2952,1884,8388607,-231699
-1348,1666,8388607,-231770
866,1181,8388607,-231647
3083,647,8388607,-231742
5146,117,8388607,-232066
7005,-619,8388607,-232156
8359,-1381,8388607,-232209
9280,-2001,8388607,-232238
9934,-2616,8388607,-232497
10179,-3151,8388607,-232680
10023,-3607,8388607,-232699
9447,-3822,8388607,-232466
8525,-3847,8388607,-232566
7557,-3748,8388607,-232629
6739,-3752,8388607,-232547
6048,-3804,8388607,-232156
5630,-3744,8388607,-232152
5575,-3652,8388607,-232226
6226,-3684,8388607,-232136
7621,-3817,8388607,-231814
9576,-4017,8388607,-231562
12207,-4477,8388607,-231473
15025,-4923,8388607,-231671
17631,-5299,8388607,-231625
20244,-5341,8388607,-231551
22996,-5300,8388607,-231526
23809,-5198,8388607,-231857
22272,-4932,8388607,-231954
20193,-4639,8388607,-232137
17911,-4407,8388607,-232320
15623,-4069,8388607,-232519
12850,-3606,8388607,-232635
9430,-2776,8388607,-232909
5908,-1650,8388607,-232834
2856,-427,8388607,-232644
14,900,8388607,-232393
-2439,2132,8388607,-232364
-3942,3067,8388607,-232486
-4744,3771,8388607,-232527
-5032,4384,8388607,-232436
-4834,4936,8388607,-232388
-4151,5394,8388607,-232409
-2774,5480,8388607,-232645
-1161,5061,8388607,-232672
451,4277,8388607,-232750
2271,3294,8388607,-232811
3779,2394,8388607,-232957
4649,1698,8388607,-232857
5019,1211,8388607,-233016
5029,861,8388607,-232830
4513,487,8388607,-232967
3227,364,8388607,-233115
1377,441,8388607,-233094
-441,717,8388607,-232726
-1924,1088,8388607,-232735
-3289,1521,8388607,-232804
-4273,1974,8388607,-232884
-4504,2348,8388607,-232590
-4323,2506,8388607,-232386
-4006,2578,8388607,-232403
-3139,2584,8388607,-232348
-1666,2408,8388607,-232052
300,2001,8388607,-232206
2294,1497,8388607,-232096
4126,1022,8388607,-232119
5809,453,8388607,-231884
7016,-126,8388607,-231788
7575,-588,8388607,-231771
7668,-819,8388607,-232021
7405,-1038,8388607,-232307
6546,-1196,8388607,-232699
5000,-1066,8388607,-232913
2889,-736,8388607,-233099
887,-264,8388607,-233221
-852,253,8388607,-233511
-2440,835,8388607,-233479
-3662,1397,8388607,-233656
-4222,1815,8388607,-233529
-4163,2109,8388607,-233281
-3799,2353,8388607,-232849
-2931,2449,8388607,-232606
-1463,2312,8388607,-232403
633,1936,8388607,-232124
2682,1498,8388607,-232230
4485,1013,8388607,-232571
6094,433,8388607,-232389
7308,-150,8388607,-232381
7987,-637,8388607,-232253
7985,-991,8388607,-232298
7711,-1282,8388607,-232221
6902,-1409,8388607,-232333
5332,-1208,8388607,-232299
3272,-783,8388607,-232489
1210,-332,8388607,-232460
-587,60,8388607,-232724
-2203,586,8388607,-232731
-3466,1144,8388607,-232546
-4119,1586,8388607,-232427
-4088,1864,8388607,-232345
-3724,2175,8388607,-232267
-2820,2366,8388607,-232257
-1301,2182,8388607,-232147
799,1826,8388607,-232157
2860,1336,8388607,-232046
4711,850,8388607,-232186
6368,270,8388607,-232221
7575,-274,8388607,-232185
8253,-654,8388607,-232121
8287,-987,8388607,-232418
7997,-1312,8388607,-232592
7169,-1486,8388607,-232838
5614,-1364,8388607,-232867
3618,-998,8388607,-232817
1537,-556,8388607,-232619
-286,-94,8388607,-232442
-1947,439,8388607,-232418
-3261,1040,8388607,-232529
-3854,1528,8388607,-232567
-3871,1829,8388607,-232779
-3490,2026,8388607,-232812
-2644,2143,8388607,-232887
-1158,2013,8388607,-232693
872,1672,8388607,-232776
2941,1236,8388607,-232802
4741,773,8388607,-232796
6390,233,8388607,-232277
7697,-316,8388607,-232391
8388,-786,8388607,-232461
8468,-1131,8388607,-232471
8168,-1459,8388607,-232206
7341,-1623,8388607,-232007
5866,-1469,8388607,-232166
3784,-1149,8388607,-232107
1715,-741,8388607,-231813
-66,-266,8388607,-231581
-1771,303,8388607,-231499
-3086,922,8388607,-231828
-3720,1388,8388607,-232151
-3761,1705,8388607,-232168
-3442,1872,8388607,-231633
-2621,2014,8388607,-231121
-1137,1925,8388607,-230949
878,1638,8388607,-231133
2931,1213,8388607,-231566
4801,725,8388607,-231875
6491,181,8388607,-231956
7754,-431,8388607,-232249
8446,-951,8388607,-232152
8484,-1259,8388607,-232116
8214,-1516,8388607,-232271
7426,-1639,8388607,-232521
6034,-1537,8388607,-232569
3941,-1263,8388607,-232630
1789,-824,8388607,-232676
-30,-329,8388607,-232674
-1621,206,8388607,-232560
-2927,811,8388607,-232742
-3621,1269,8388607,-232706
-3719,1557,8388607,-232541
-3394,1797,8388607,-232300
-2597,2015,8388607,-232313
-1172,2071,8388607,-232046
879,1763,8388607,-232159
2979,1201,8388607,-232489
4898,699,8388607,-232629
6606,168,8388607,-232532
7908,-468,8388607,-232482
8474,-979,8388607,-232198
8523,-1300,8388607,-231983
8352,-1564,8388607,-231872
7616,-1768,8388607,-231761
6171,-1678,8388607,-231611
4094,-1294,8388607,-231919
1927,-800,8388607,-232010
128,-391,8388607,-232216
-1508,141,8388607,-232164
-2809,651,8388607,-232328
-3487,1155,8388607,-232135
-3541,1506,8388607,-231804
-3230,1718,8388607,-231764
-2422,1858,8388607,-231620
-1046,1773,8388607,-231447
988,1475,8388607,-231694
3080,983,8388607,-231894
4931,471,8388607,-232228
6549,0,8388607,-232429
7856,-556,8388607,-232630
8562,-1059,8388607,-232774
8676,-1385,8388607,-233046
8458,-1648,8388607,-233172
7754,-1795,8388607,-233201
6328,-1729,8388607,-233107
4335,-1468,8388607,-233294
2196,-1036,8388607,-233257
311,-557,8388607,-233352
-1422,-29,8388607,-233368
-2741,476,8388607,-233658
-3477,1008,8388607,-233565
-3618,1431,8388607,-233576
-3284,1611,8388607,-233456
-2491,1793,8388607,-233461
-1148,1777,8388607,-233544
871,1444,8388607,-233513
2974,1043,8388607,-233181
4834,586,8388607,-233181
6536,13,8388607,-233081
7886,-582,8388607,-233277
8716,-1075,8388607,-233533
8768,-1457,8388607,-233459
8485,-1804,8388607,-233438
7784,-1959,8388607,-233759
6248,-1826,8388607,-233948
4121,-1527,8388607,-233827
2019,-1049,8388607,-233532
233,-614,8388607,-233360
-1434,-98,8388607,-233277
-2773,510,8388607,-233299
-3534,1014,8388607,-233454
-3678,1394,8388607,-233488
-3409,1606,8388607,-233643
-2707,1745,8388607,-233724
-1351,1706,8388607,-233401
634,1421,8388607,-233066
2673,949,8388607,-232722
4468,431,8388607,-232628
6186,-86,8388607,-232256
7561,-619,8388607,-232027
8321,-1111,8388607,-231916
8475,-1499,8388607,-231823
8269,-1773,8388607,-231512
7564,-1945,8388607,-231312
6183,-1945,8388607,-231261
4179,-1629,8388607,-231412
2075,-1203,8388607,-231527
151,-776,8388607,-231699
-1582,-216,8388607,-231792
-3005,453,8388607,-231846
-3802,993,8388607,-231934
-3947,1332,8388607,-232114
-3737,1529,8388607,-231985
-3016,1728,8388607,-232029
-1717,1615,8388607,-231983
264,1304,8388607,-231579
2369,909,8388607,-231215
4196,448,8388607,-231236
5873,-94,8388607,-231263
7172,-658,8388607,-231299
8033,-1121,8388607,-231452
8229,-1445,8388607,-231757
7956,-1704,8388607,-231842
7263,-1914,8388607,-232019
5913,-1883,8388607,-232333
3931,-1602,8388607,-232916
1794,-1167,8388607,-233316
-123,-667,8388607,-233504
-1879,-107,8388607,-233517
-3277,472,8388607,-233557
-4081,955,8388607,-233217
-4256,1348,8388607,-233208
-4046,1539,8388607,-233063
-3369,1724,8388607,-233038
-2022,1704,8388607,-232997
-142,1476,8388607,-232984
1974,1080,8388607,-232594
3847,653,8388607,-232591
5531,123,8388607,-232419
6968,-540,8388607,-232259
7756,-1011,8388607,-232074
7896,-1335,8388607,-232360
7750,-1622,8388607,-232333
7148,-1821,8388607,-232401
5873,-1762,8388607,-232503
3819,-1451,8388607,-232541
1625,-1052,8388607,-232393
-258,-541,8388607,-232295
-1943,31,8388607,-232088
-3386,638,8388607,-232069
-4196,1126,8388607,-231752
-4360,1448,8388607,-231661
-4100,1637,8388607,-231671
-3439,1834,8388607,-231740
-2082,1856,8388607,-231518
-121,1585,8388607,-231236
1962,1154,8388607,-231061
3848,732,8388607,-231413
5582,200,8388607,-231492
6987,-378,8388607,-231676
7800,-876,8388607,-231760
8035,-1236,8388607,-232032
7876,-1519,8388607,-232080
7296,-1751,8388607,-232267
6061,-1761,8388607,-232472
4143,-1494,8388607,-232907
2007,-1056,8388607,-233089
95,-579,8388607,-232915
-1649,-87,8388607,-232756
-3074,512,8388607,-232819
-3908,1078,8388607,-232393
-4077,1534,8388607,-232091
-3903,1763,8388607,-231694
-3187,1905,8388607,-231279
-1838,1902,8388607,-230928
89,1608,8388607,-230871
2210,1164,8388607,-231045
4047,686,8388607,-231281
5778,101,8388607,-231341
7311,-384,8388607,-231218
8210,-869,8388607,-231108
8434,-1231,8388607,-231261
8298,-1454,8388607,-231204
7693,-1654,8388607,-231431
6419,-1724,8388607,-231406
4432,-1478,8388607,-231349
2288,-1026,8388607,-231399
415,-566,8388607,-231677
-1305,-46,8388607,-231327
-2771,553,8388607,-231054
-3634,1043,8388607,-231017
-3892,1519,8388607,-230992
-3641,1851,8388607,-231018
-2959,2054,8388607,-231004
-1733,2026,8388607,-230797
202,1696,8388607,-230710
2354,1254,8388607,-230559
4260,789,8388607,-230509
5943,318,8388607,-230710
7392,-224,8388607,-230904
8301,-716,8388607,-230904
8578,-1164,8388607,-231129
8428,-1391,8388607,-231154
7847,-1599,8388607,-231083
6606,-1640,8388607,-230998
4651,-1322,8388607,-231089
2496,-890,8388607,-230993
534,-449,8388607,-231162
-1196,69,8388607,-231400
-2611,639,8388607,-231711
-3559,1158,8388607,-231917
-3836,1584,8388607,-231878
-3650,1769,8388607,-231559
-3090,1953,8388607,-231455
-1821,2013,8388607,-231256
84,1775,8388607,-231353
2144,1313,8388607,-231382
4058,869,8388607,-231565
5739,389,8388607,-231689
7191,-224,8388607,-231759
8127,-776,8388607,-231771
8393,-1137,8388607,-231881
8262,-1359,8388607,-231757
7726,-1556,8388607,-231680
6455,-1547,8388607,-231757
4549,-1305,8388607,-231988
2408,-885,8388607,-231737
473,-428,8388607,-231620
-1277,78,8388607,-231412
-2747,678,8388607,-231502
-3666,1233,8388607,-231471
-3978,1620,8388607,-231267
-3791,1852,8388607,-231563
-3086,1996,8388607,-231993
-1771,2008,8388607,-231928
46,1758,8388607,-231915
2084,1341,8388607,-232040
3969,883,8388607,-231987
5598,336,8388607,-231913
7006,-271,8388607,-232054
7954,-736,8388607,-232264
8313,-1101,8388607,-232277
8171,-1331,8388607,-232141
7667,-1547,8388607,-232185
6553,-1604,8388607,-232277
4739,-1370,8388607,-232354
2588,-907,8388607,-232057
638,-450,8388607,-231964
-1071,64,8388607,-231921
-2569,641,8388607,-231862
-3490,1166,8388607,-231741
-3877,1514,8388607,-231711
-3684,1693,8388607,-231566
-3045,1866,8388607,-231381
-1896,1899,8388607,-231264
-105,1698,8388607,-231204
1996,1361,8388607,-231154
3947,929,8388607,-231229
5678,423,8388607,-231380
7157,-219,8388607,-231534
8108,-797,8388607,-231402
8473,-1221,8388607,-231603
8368,-1495,8388607,-231799
7890,-1707,8388607,-232050
6733,-1703,8388607,-232041
4814,-1459,8388607,-232151
2679,-1068,8388607,-231994
699,-592,8388607,-231907
-1092,-51,8388607,-231801
-2532,564,8388607,-231820
-3442,1076,8388607,-231652
-3743,1475,8388607,-231394
-3554,1704,8388607,-231454
-3007,1870,8388607,-231436
-1891,1895,8388607,-231267
-7,1689,8388607,-231300
2128,1275,8388607,-231342
4036,821,8388607,-231226
5777,403,8388607,-231159
7272,-94,8388607,-231377
8266,-635,8388607,-231407
8598,-1139,8388607,-231601
8462,-1451,8388607,-231833
7993,-1706,8388607,-232049
6874,-1746,8388607,-232136
5012,-1462,8388607,-232361
2873,-971,8388607,-232227
910,-534,8388607,-231904
-835,-39,8388607,-231814
-2383,542,8388607,-232044
-3361,995,8388607,-232077
-3706,1379,8388607,-232070
-3513,1642,8388607,-231864
-2988,1856,8388607,-231644
-1832,1914,8388607,-231472
-28,1689,8388607,-231674
2055,1267,8388607,-231871
4012,792,8388607,-231994
5722,254,8388607,-232011
7163,-307,8388607,-232181
8178,-790,8388607,-232229
8604,-1200,8388607,-232432
8480,-1459,8388607,-232441
7991,-1683,8388607,-232751
6903,-1732,8388607,-232718
5072,-1518,8388607,-232751
2926,-1082,8388607,-232602
969,-597,8388607,-232479
-782,-158,8388607,-232257
-2291,484,8388607,-232299
-3322,1025,8388607,-232296
-3683,1416,8388607,-232436
-3544,1705,8388607,-232666
-2977,1869,8388607,-232816
-1892,1928,8388607,-232756
-132,1675,8388607,-232736
1943,1269,8388607,-232665
3839,864,8388607,-232773
5582,366,8388607,-232812
7138,-235,8388607,-232716
8201,-764,8388607,-232589
8544,-1161,8388607,-232874
8433,-1432,8388607,-233047
7994,-1634,8388607,-233364
6955,-1718,8388607,-233499
5149,-1532,8388607,-233733
3019,-1129,8388607,-233518
1036,-657,8388607,-233249
-791,-122,8388607,-232972
-2324,456,8388607,-232980
-3395,1053,8388607,-232839
-3773,1449,8388607,-232719
-3609,1685,8388607,-232554
-3127,1928,8388607,-232296
-2046,1988,8388607,-232084
-327,1705,8388607,-232090
1748,1293,8388607,-232096
3720,884,8388607,-232119
5494,414,8388607,-231916
6987,-166,8388607,-231954
7988,-717,8388607,-231896
8444,-1164,8388607,-232085
8374,-1468,8388607,-232299
7976,-1714,8388607,-232493
6943,-1765,8388607,-232424
5196,-1538,8388607,-232726
3081,-1102,8388607,-232924
1048,-644,8388607,-233099
-757,-191,8388607,-232938
-2317,443,8388607,-233060
-3391,1043,8388607,-233039
-3804,1488,8388607,-233081
-3666,1744,8388607,-233276
-3193,1942,8388607,-233171
-2134,2016,8388607,-232949
-374,1791,8388607,-233086
1816,1350,8388607,-233118
3762,908,8388607,-233050
5423,473,8388607,-233178
6945,-99,8388607,-233278
8013,-681,8388607,-233067
8479,-1117,8388607,-233088
8395,-1395,8388607,-233096
7936,-1601,8388607,-233301
6911,-1701,8388607,-233387
5149,-1514,8388607,-233359
2974,-1131,8388607,-233298
994,-630,8388607,-233334
-807,-142,8388607,-233316
-2387,457,8388607,-233454
-3511,991,8388607,-233310
-3916,1443,8388607,-233017
-3777,1711,8388607,-232731
-3349,1906,8388607,-232709
-2334,1916,8388607,-232416
-627,1664,8388607,-232188
1472,1232,8388607,-231701
3495,756,8388607,-231451
5209,409,8388607,-231486
6739,2,8388607,-231687
7822,-539,8388607,-232036
8363,-1074,8388607,-232237
8305,-1398,8388607,-232437
7881,-1659,8388607,-232637
6883,-1754,8388607,-232714
5110,-1545,8388607,-232642
2948,-1138,8388607,-232639
914,-668,8388607,-232657
-874,-180,8388607,-232293
-2451,386,8388607,-232152
-3564,908,8388607,-232026
-4044,1348,8388607,-232050
-3954,1674,8388607,-231751
-3474,1864,8388607,-231424
-2473,1975,8388607,-231236
-781,1791,8388607,-231049
1290,1404,8388607,-231238
3323,988,8388607,-231435
5134,541,8388607,-231280
6703,-73,8388607,-231498
7911,-674,8388607,-231730
8418,-1091,8388607,-231931
8329,-1412,8388607,-231677
7870,-1652,8388607,-231865
6864,-1752,8388607,-232092
5066,-1540,8388607,-232233
2850,-1158,8388607,-232097
848,-741,8388607,-232153
-916,-241,8388607,-232427
-2467,367,8388607,-232581
-3583,965,8388607,-232566
-4029,1429,8388607,-232650
-3881,1699,8388607,-232687
-3453,1917,8388607,-232647
-2547,2079,8388607,-232387
-895,1925,8388607,-232437
1199,1431,8388607,-232254
3226,907,8388607,-232255
4985,483,8388607,-232299
6548,-61,8388607,-232457
7679,-634,8388607,-232492
8216,-1123,8388607,-232354
8147,-1416,8388607,-231999
7726,-1632,8388607,-231994
6836,-1778,8388607,-232094
5180,-1626,8388607,-232341
3060,-1234,8388607,-232370
1023,-804,8388607,-232604
-831,-256,8388607,-232619
-2468,412,8388607,-232714
-3681,1036,8388607,-232636
-4126,1464,8388607,-232495
-4012,1721,8388607,-232379
-3627,1933,8388607,-232235
-2719,2031,8388607,-232184
-1017,1851,8388607,-232141
1106,1493,8388607,-232097
3087,1020,8388607,-232082
4842,538,8388607,-231655
6483,-41,8388607,-231587
7638,-608,8388607,-231804
8159,-1041,8388607,-231969
8143,-1385,8388607,-232024
7813,-1665,8388607,-232160
6839,-1767,8388607,-232184
5176,-1603,8388607,-232552
3053,-1248,8388607,-232841
926,-755,8388607,-232690
-849,-252,8388607,-232190
-2436,341,8388607,-232107
-3621,912,8388607,-232178
-4166,1355,8388607,-232248
-4128,1647,8388607,-232132
-3739,1911,8388607,-232291
-2790,2010,8388607,-232264
-1112,1816,8388607,-232212
958,1435,8388607,-232054
2938,1022,8388607,-232037
4716,569,8388607,-232137
6354,21,8388607,-232276
7528,-496,8388607,-232479
8112,-1023,8388607,-232659
8107,-1343,8388607,-232616
7728,-1613,8388607,-232561
6804,-1747,8388607,-232574
5181,-1584,8388607,-232917
3100,-1195,8388607,-233089
1008,-720,8388607,-233478
-824,-182,8388607,-233625
-2381,371,8388607,-233624
-3562,895,8388607,-233476
-4180,1361,8388607,-233210
-4184,1707,8388607,-232949
-3773,1879,8388607,-232701
-2816,1949,8388607,-232565
-1242,1824,8388607,-232611
828,1462,8388607,-232273
2888,1026,8388607,-232181
4676,593,8388607,-232229
6298,27,8388607,-232297
7508,-557,8388607,-232080
8158,-1049,8388607,-232164
8158,-1352,8388607,-232281
7798,-1601,8388607,-232569
6898,-1739,8388607,-232677
5381,-1612,8388607,-232807
3311,-1321,8388607,-232587
1191,-877,8388607,-232410
-673,-349,8388607,-232166
-2269,294,8388607,-232319
-3464,861,8388607,-232363
-4105,1304,8388607,-232424
-4142,1647,8388607,-232352
-3783,1846,8388607,-232197
-2867,1912,8388607,-231948
-1269,1735,8388607,-232029
776,1408,8388607,-231790
2824,979,8388607,-231379
4647,493,8388607,-231436
6256,-17,8388607,-231496
7431,-554,8388607,-231531
7992,-1034,8388607,-231938
8033,-1397,8388607,-232104
7784,-1713,8388607,-232221
6954,-1810,8388607,-232005
5353,-1551,8388607,-231921
3197,-1122,8388607,-231633
1113,-662,8388607,-231518
-736,-216,8388607,-231726
-2422,328,8388607,-232009
-3619,874,8388607,-232114
-4209,1315,8388607,-232274
-4240,1662,8388607,-232269
-3916,1875,8388607,-232107
-3052,1980,8388607,-231892
-1512,1839,8388607,-231862
599,1481,8388607,-231738
2686,1111,8388607,-231881
4420,651,8388607,-231751
6074,79,8388607,-231902
7369,-478,8388607,-231854
8000,-951,8388607,-231919
8021,-1264,8388607,-231751
7727,-1495,8388607,-231828
6897,-1660,8388607,-232026
5394,-1567,8388607,-232249
3268,-1190,8388607,-232256
1153,-738,8388607,-232205
-678,-276,8388607,-232166
-2350,290,8388607,-232424
-3563,856,8388607,-232443
-4141,1288,8388607,-232269
-4199,1599,8388607,-231999
-3861,1750,8388607,-231896
-2948,1811,8388607,-231691
-1464,1734,8388607,-231766
542,1582,8388607,-231848
2641,1103,8388607,-231721
4431,569,8388607,-231625
6042,73,8388607,-232055
7319,-442,8388607,-232201
7969,-930,8388607,-232011
8029,-1236,8388607,-231902
7767,-1479,8388607,-231834
6962,-1721,8388607,-231767
5473,-1680,8388607,-232048
3365,-1326,8388607,-232176
1276,-840,8388607,-232216
-601,-377,8388607,-232292
-2233,141,8388607,-232219
-3536,766,8388607,-231907
-4298,1268,8388607,-231754
-4340,1618,8388607,-231709
-3945,1851,8388607,-231732
-3116,1988,8388607,-231681
-1627,1881,8388607,-231746
411,1544,8388607,-231721
2478,1051,8388607,-231834
4399,568,8388607,-231546
6066,-1,8388607,-231313
7268,-566,8388607,-231142
7811,-986,8388607,-231338
7917,-1337,8388607,-231426
7744,-1584,8388607,-231379
6967,-1729,8388607,-231376
5475,-1609,8388607,-231711
3409,-1283,8388607,-231785
1296,-807,8388607,-231862
-507,-331,8388607,-231902
-2124,151,8388607,-232016
-3441,721,8388607,-232090
-4105,1183,8388607,-231862
-4200,1541,8388607,-231704
-4023,1787,8388607,-231559
-3314,1931,8388607,-231226
-1862,1850,8388607,-231020
247,1575,8388607,-231119
2403,1123,8388607,-231296
4219,670,8388607,-231115
5886,114,8388607,-230988
7171,-462,8388607,-230694
7926,-958,8388607,-230652
8017,-1297,8388607,-230667
7764,-1571,8388607,-230744
6982,-1737,8388607,-230853
5553,-1671,8388607,-230986
3490,-1359,8388607,-231039
1319,-910,8388607,-231171
-562,-366,8388607,-231489
-2209,324,8388607,-231729
-3556,947,8388607,-231657
-4242,1433,8388607,-231543
-4309,1761,8388607,-231322
-4002,1943,8388607,-231359
-3171,2018,8388607,-231217
-1737,1904,8388607,-231031
271,1560,8388607,-230917
2333,1076,8388607,-231087
4164,639,8388607,-231321
5801,148,8388607,-231373
7181,-449,8388607,-231447
7911,-979,8388607,-231803
8037,-1359,8388607,-231921
7798,-1636,8388607,-231980
7071,-1711,8388607,-231794
5653,-1579,8388607,-231910
3606,-1290,8388607,-232167
1466,-901,8388607,-232200
-414,-430,8388607,-231931
-2099,154,8388607,-231547
-3437,751,8388607,-231272
-4170,1233,8388607,-231435
-4265,1584,8388607,-231336
-3986,1834,8388607,-231466
-3205,2002,8388607,-231257
-1844,1928,8388607,-231142
168,1549,8388607,-231019
2299,1137,8388607,-231184
4131,734,8388607,-231248
5810,158,8388607,-231421
7153,-442,8388607,-231494
7953,-915,8388607,-231644
8063,-1291,8388607,-231712
7789,-1559,8388607,-231852
7086,-1749,8388607,-232038
5652,-1628,8388607,-232207
3633,-1284,8388607,-232221
1486,-821,8388607,-232011
-443,-335,8388607,-231954
-2092,204,8388607,-232212
-3482,874,8388607,-232081
-4218,1314,8388607,-231992
-4319,1610,8388607,-231988
-4061,1801,8388607,-231867
-3314,1884,8388607,-231537
-1939,1758,8388607,-231551
24,1462,8388607,-231333
2138,1139,8388607,-231401
3994,699,8388607,-231432
5667,116,8388607,-231727
7092,-527,8388607,-231787
7896,-1036,8388607,-231841
8061,-1365,8388607,-231842
7805,-1612,8388607,-232031
7108,-1822,8388607,-231880
5732,-1764,8388607,-232094
3759,-1424,8388607,-232141
1594,-984,8388607,-232145
-311,-500,8388607,-232156
-1972,84,8388607,-232363
-3313,684,8388607,-232338
-4114,1161,8388607,-232236
-4189,1489,8388607,-231900
-3960,1748,8388607,-231641
-3213,1879,8388607,-231436
-1752,1796,8388607,-231607
214,1489,8388607,-231415
2256,1038,8388607,-231643
4094,526,8388607,-231672
5783,13,8388607,-231895
7146,-593,8388607,-231939
7894,-1031,8388607,-231959
8076,-1402,8388607,-232213
7899,-1671,8388607,-232558
7268,-1936,8388607,-232699
5876,-1916,8388607,-232810
3884,-1615,8388607,-232912
1828,-1206,8388607,-232840
-67,-675,8388607,-232578
-1761,-60,8388607,-232307
-3099,562,8388607,-232322
-3906,1024,8388607,-232305
-4104,1368,8388607,-232088
