Value 1,Value 2,Value 3,Value 4
2764,1637,8388607,-232151
4520,1172,8388607,-232164
6163,587,8388607,-232043
7289,18,8388607,-231855
7794,-415,8388607,-231920
7755,-719,8388607,-231796
7421,-960,8388607,-231830
6469,-1065,8388607,-231811
4787,-917,8388607,-231670
2609,-499,8388607,-231583
544,-16,8388607,-231487
-1201,459,8388607,-231230
-2867,1060,8388607,-231344
-4031,1661,8388607,-231360
-4465,2103,8388607,-231272
-4407,2437,8388607,-230891
-4065,2663,8388607,-230627
-3087,2727,8388607,-230293
-1509,2548,8388607,-230089
438,2246,8388607,-229917
2422,1771,8388607,-230132
4236,1245,8388607,-230187
5903,659,8388607,-230317
7141,92,8388607,-230551
7674,-367,8388607,-230772
7706,-696,8388607,-230877
7376,-926,8388607,-231054
6454,-1007,8388607,-231382
4807,-870,8388607,-231667
2647,-485,8388607,-231628
528,8,8388607,-231725
-1230,468,8388607,-231971
-2817,1003,8388607,-232172
-3959,1561,8388607,-231987
-4455,2018,8388607,-231962
-4464,2311,8388607,-231721
-4062,2564,8388607,-231421
-3105,2666,8388607,-231220
-1512,2511,8388607,-231327
562,2133,8388607,-231286
2664,1610,8388607,-231329
4408,1180,8388607,-230866
5964,612,8388607,-230717
7198,24,8388607,-230617
7786,-422,8388607,-230559
7760,-745,8388607,-230655
7464,-1002,8388607,-230855
6596,-1112,8388607,-230830
4948,-959,8388607,-231166
2812,-656,8388607,-231630
823,-193,8388607,-231984
-1002,325,8388607,-232040
-2630,902,8388607,-232382
-3809,1452,8388607,-232411
-4391,1926,8388607,-232391
-4397,2296,8388607,-232496
-3942,2495,8388607,-232444
-2962,2548,8388607,-232369
-1454,2433,8388607,-232245
614,2058,8388607,-232072
2719,1568,8388607,-232090
4500,1099,8388607,-232109
6096,513,8388607,-232212
7364,-48,8388607,-232076
7989,-548,8388607,-232036
7998,-847,8388607,-232102
7654,-1105,8388607,-232292
6711,-1165,8388607,-232500
5146,-1051,8388607,-232706
3061,-719,8388607,-232841
1029,-279,8388607,-233017
-802,233,8388607,-233042
-2466,822,8388607,-232943
-3726,1398,8388607,-232657
-4276,1819,8388607,-232446
-4268,2109,8388607,-232432
-3892,2279,8388607,-232697
-2929,2404,8388607,-232467
-1412,2364,8388607,-232350
632,2009,8388607,-232194
2680,1536,8388607,-232323
4468,1067,8388607,-232458
6101,466,8388607,-232696
7339,-102,8388607,-232788
7978,-546,8388607,-232893
8029,-880,8388607,-232566
7713,-1114,8388607,-232377
6854,-1254,8388607,-232384
5321,-1152,8388607,-232531
3172,-804,8388607,-232190
1060,-346,8388607,-232211
-722,178,8388607,-232194
-2342,795,8388607,-232145
-3589,1386,8388607,-232027
-4197,1818,8388607,-232064
-4270,2172,8388607,-232116
-3917,2375,8388607,-231932
-2947,2456,8388607,-231717
-1412,2321,8388607,-231891
619,1973,8388607,-231773
2684,1516,8388607,-231515
4454,1031,8388607,-231297
6079,535,8388607,-231230
7371,-57,8388607,-231166
7963,-545,8388607,-231363
8066,-884,8388607,-231704
7815,-1181,8388607,-232016
6948,-1279,8388607,-231952
5371,-1167,8388607,-232015
3258,-817,8388607,-232189
1146,-340,8388607,-232383
-712,146,8388607,-232426
-2327,717,8388607,-232453
-3567,1328,8388607,-232396
-4277,1793,8388607,-232267
-4315,2128,8388607,-231786
-3957,2354,8388607,-231614
-3053,2443,8388607,-231304
-1452,2348,8388607,-231243
563,2050,8388607,-231352
2598,1577,8388607,-231296
4435,1089,8388607,-231241
6076,522,8388607,-231283
7266,-37,8388607,-231264
7838,-481,8388607,-231667
7943,-861,8388607,-231714
7696,-1112,8388607,-231524
6931,-1229,8388607,-231300
5407,-1107,8388607,-231234
3310,-777,8388607,-231428
1218,-306,8388607,-231836
-654,198,8388607,-231932
-2373,750,8388607,-231981
-3659,1326,8388607,-232138
-4345,1799,8388607,-232321
-4351,2138,8388607,-232389
-3990,2331,8388607,-232447
-3154,2475,8388607,-232274
-1721,2382,8388607,-232020
343,2060,8388607,-231873
2514,1575,8388607,-231721
4271,1118,8388607,-231389
5871,598,8388607,-231416
7184,18,8388607,-231252
7858,-462,8388607,-231361
7956,-840,8388607,-231326
7664,-1055,8388607,-231286
6844,-1201,8388607,-231320
5362,-1118,8388607,-231292
3283,-756,8388607,-231208
1223,-257,8388607,-231369
-613,228,8388607,-231367
-2290,786,8388607,-231543
-3552,1401,8388607,-231635
-4149,1839,8388607,-231792
-4240,2186,8388607,-231867
-4090,2438,8388607,-231830
-3317,2538,8388607,-231679
-1838,2454,8388607,-231643
218,2112,8388607,-231664
2383,1642,8388607,-231691
4347,1208,8388607,-231651
6061,659,8388607,-231857
7344,66,8388607,-231813
7973,-404,8388607,-231951
7821,-741,8388607,-231987
7353,-1017,8388607,-232201
6655,-1174,8388607,-232264
5241,-1064,8388607,-232376
3175,-737,8388607,-232416
1082,-286,8388607,-232456
-766,200,8388607,-232186
-2446,743,8388607,-232124
-3732,1304,8388607,-231961
-4392,1804,8388607,-231941
-4460,2140,8388607,-231823
-4162,2341,8388607,-231849
-3395,2472,8388607,-231872
-1982,2378,8388607,-231959
64,2085,8388607,-231947
2152,1696,8388607,-232229
3984,1313,8388607,-232364
5661,763,8388607,-232225
6901,188,8388607,-232006
7622,-342,8388607,-232239
7790,-754,8388607,-232231
7568,-987,8388607,-232141
6777,-1165,8388607,-232251
5343,-1071,8388607,-232469
3309,-759,8388607,-232366
1218,-326,8388607,-232316
-682,166,8388607,-232391
-2331,719,8388607,-232474
-3669,1289,8388607,-232351
-4454,1789,8388607,-232179
-4519,2156,8388607,-231894
-4191,2408,8388607,-231886
-3372,2523,8388607,-231816
-1954,2447,8388607,-231962
41,2186,8388607,-232038
2149,1683,8388607,-232166
3987,1198,8388607,-232282
5694,639,8388607,-232172
7109,39,8388607,-231947
7825,-452,8388607,-232104
7888,-807,8388607,-232119
7664,-1069,8388607,-232061
6821,-1226,8388607,-232169
5236,-1142,8388607,-232309
3203,-806,8388607,-232171
1132,-359,8388607,-232277
-672,151,8388607,-232297
-2249,701,8388607,-232436
-3609,1322,8388607,-232341
-4371,1809,8388607,-232519
-4462,2148,8388607,-232490
-4179,2360,8388607,-232379
-3445,2498,8388607,-232127
-2006,2409,8388607,-231987
-11,2096,8388607,-231932
2034,1655,8388607,-231751
3906,1191,8388607,-231497
5578,636,8388607,-231672
6921,11,8388607,-231806
7712,-506,8388607,-231903
7894,-892,8388607,-232051
7676,-1198,8388607,-232612
6906,-1342,8388607,-232825
5579,-1274,8388607,-233063
3573,-972,8388607,-233154
1400,-462,8388607,-232977
-619,153,8388607,-233050
-2398,789,8388607,-233137
-3789,1421,8388607,-232912
-4531,1918,8388607,-232878
-4665,2304,8388607,-232829
-4422,2483,8388607,-232739
-3627,2587,8388607,-232381
-2223,2491,8388607,-232216
-267,2183,8388607,-232125
1783,1736,8388607,-232281
3639,1260,8388607,-232089
5376,736,8388607,-232226
6799,103,8388607,-232301
7543,-411,8388607,-232401
7723,-769,8388607,-232315
7583,-1009,8388607,-232329
6899,-1160,8388607,-232292
5522,-1097,8388607,-232252
3553,-785,8388607,-232117
1314,-338,8388607,-232217
-597,143,8388607,-232156
-2199,730,8388607,-232356
-3571,1306,8388607,-232357
-4354,1759,8388607,-232352
-4503,2102,8388607,-232347
-4257,2321,8388607,-232542
-3541,2468,8388607,-232318
-2201,2478,8388607,-232179
-251,2168,8388607,-231976
1838,1746,8388607,-231867
3701,1304,8388607,-231944
5374,770,8388607,-232271
6781,149,8388607,-232368
7679,-361,8388607,-232381
7838,-739,8388607,-232441
7578,-979,8388607,-232708
6929,-1145,8388607,-232875
5536,-1095,8388607,-233182
3533,-811,8388607,-233312
1435,-374,8388607,-233287
-434,83,8388607,-233168
-2163,643,8388607,-233152
-3545,1244,8388607,-233041
-4357,1768,8388607,-233260
-4536,2133,8388607,-233074
-4281,2349,8388607,-232890
-3566,2488,8388607,-232632
-2252,2444,8388607,-232609
-266,2158,8388607,-232696
1803,1704,8388607,-232989
3696,1250,8388607,-233099
5367,742,8388607,-233011
6777,191,8388607,-232748
7623,-333,8388607,-232550
7881,-723,8388607,-232399
7736,-970,8388607,-232426
7154,-1173,8388607,-232331
5846,-1132,8388607,-232739
3713,-853,8388607,-232739
1257,-442,8388607,-232683
-560,61,8388607,-232547
-2136,629,8388607,-232551
-3551,1208,8388607,-232799
-4403,1733,8388607,-232913
-4556,2089,8388607,-232794
-4306,2330,8388607,-232770
-3661,2506,8388607,-232437
-2320,2501,8388607,-232162
-369,2196,8388607,-231974
1759,1739,8388607,-231814
3632,1302,8388607,-231731
5318,774,8388607,-232130
6743,174,8388607,-232186
7546,-332,8388607,-232389
7819,-703,8388607,-232342
7634,-962,8388607,-232286
6994,-1124,8388607,-231933
5718,-1111,8388607,-231749
3733,-832,8388607,-231551
1510,-413,8388607,-231462
-417,61,8388607,-231676
-2137,600,8388607,-232116
-3531,1209,8388607,-232317
-4346,1709,8388607,-232226
-4565,2046,8388607,-232166
-4311,2278,8388607,-232237
-3649,2469,8388607,-232259
-2386,2494,8388607,-232458
-486,2231,8388607,-232327
1641,1771,8388607,-232377
3535,1296,8388607,-232205
5274,779,8388607,-232092
6758,124,8388607,-231730
7669,-384,8388607,-231642
7921,-794,8388607,-231677
7812,-1121,8388607,-231689
7205,-1336,8388607,-231553
5975,-1288,8388607,-231788
4148,-1011,8388607,-231923
2020,-598,8388607,-232042
59,-144,8388607,-232000
-1660,409,8388607,-231941
-3026,1029,8388607,-231578
-3835,1552,8388607,-231542
-4018,1928,8388607,-231651
-3763,2173,8388607,-231757
-3089,2314,8388607,-231591
-1835,2310,8388607,-231382
33,2011,8388607,-231218
2145,1601,8388607,-231159
4036,1175,8388607,-231040
5731,630,8388607,-231074
7149,48,8388607,-230915
8015,-434,8388607,-230974
8299,-852,8388607,-231036
8161,-1147,8388607,-230789
7540,-1358,8388607,-230544
6234,-1326,8388607,-230761
4278,-1052,8388607,-230785
2179,-649,8388607,-231136
306,-180,8388607,-231221
-1357,358,8388607,-231451
-2754,928,8388607,-231704
-3597,1416,8388607,-231873
-3771,1788,8388607,-231561
-3538,1972,8388607,-231464
-2876,2148,8388607,-231299
-1612,2109,8388607,-231230
299,1863,8388607,-231051
2344,1478,8388607,-231200
4199,1016,8388607,-231206
5956,509,8388607,-231418
7523,-67,8388607,-231371
8491,-600,8388607,-231467
8753,-1004,8388607,-231384
8568,-1261,8388607,-231636
8009,-1471,8388607,-232110
6746,-1552,8388607,-232451
4744,-1225,8388607,-232582
2591,-759,8388607,-232722
621,-270,8388607,-232560
-1138,284,8388607,-232373
-2592,869,8388607,-232377
-3499,1373,8388607,-232560
-3750,1713,8388607,-232357
-3506,1890,8388607,-232211
-2847,2041,8388607,-232058
-1608,2078,8388607,-232062
135,1858,8388607,-231992
2234,1421,8388607,-232174
4093,931,8388607,-231896
5746,410,8388607,-231787
7219,-157,8388607,-231871
8162,-710,8388607,-231889
8463,-1137,8388607,-231843
8444,-1455,8388607,-232027
7961,-1664,8388607,-232328
6691,-1654,8388607,-232489
4731,-1433,8388607,-232227
2541,-1025,8388607,-232397
466,-532,8388607,-232312
-1433,-29,8388607,-232398
-2842,554,8388607,-232362
-3699,1104,8388607,-232377
-3999,1509,8388607,-232234
-3871,1790,8388607,-232122
-3355,2066,8388607,-232281
-2251,2213,8388607,-232579
-402,1984,8388607,-232376
1614,1549,8388607,-232377
3461,1062,8388607,-232360
5187,598,8388607,-232336
6601,68,8388607,-232181
7495,-344,8388607,-232019
7784,-652,8388607,-231776
7638,-879,8388607,-232081
7121,-1082,8388607,-232414
5950,-1052,8388607,-232661
3982,-799,8388607,-232679
1783,-357,8388607,-232714
-159,146,8388607,-232702
-1941,643,8388607,-232737
-3516,1256,8388607,-232472
-4476,1791,8388607,-232267
-4802,2194,8388607,-232231
-4611,2429,8388607,-232460
-4031,2602,8388607,-232466
-2846,2578,8388607,-232278
-1041,2308,8388607,-232054
1061,1903,8388607,-231983
2984,1449,8388607,-231847
4748,917,8388607,-232009
6268,302,8388607,-232130
7234,-231,8388607,-232151
7517,-624,8388607,-231992
7358,-896,8388607,-232022
6894,-1128,8388607,-231923
5719,-1169,8388607,-231934
3863,-927,8388607,-231701
1751,-534,8388607,-231613
-227,-82,8388607,-231667
-1961,435,8388607,-231742
-3551,1080,8388607,-231469
-4536,1606,8388607,-231620
-4869,2008,8388607,-231574
-4709,2284,8388607,-231523
-4182,2480,8388607,-231472
-3049,2523,8388607,-231529
-1234,2334,8388607,-231291
864,1918,8388607,-231288
2844,1418,8388607,-231496
4604,909,8388607,-231649
6095,284,8388607,-231464
7106,-236,8388607,-231336
7544,-638,8388607,-231202
7467,-901,8388607,-231369
6985,-1149,8388607,-231361
5863,-1223,8388607,-231537
3996,-967,8388607,-231611
1798,-532,8388607,-231612
-208,-29,8388607,-231449
-1949,453,8388607,-231582
-3490,1073,8388607,-231520
-4495,1614,8388607,-231419
-4891,2028,8388607,-231166
-4749,2275,8388607,-230899
-4198,2475,8388607,-230672
-3062,2508,8388607,-230789
-1299,2279,8388607,-230927
839,1868,8388607,-230837
2802,1415,8388607,-230893
4550,921,8388607,-231216
6122,323,8388607,-230971
7180,-271,8388607,-230751
7577,-647,8388607,-230634
7522,-959,8388607,-230506
7036,-1147,8388607,-230352
5928,-1242,8388607,-230506
4138,-1029,8388607,-230652
1924,-567,8388607,-230695
-96,-45,8388607,-230419
-1857,443,8388607,-230666
-3404,1046,8388607,-230859
-4445,1570,8388607,-231083
-4858,2014,8388607,-231316
-4722,2304,8388607,-231713
-4185,2469,8388607,-231864
-3151,2499,8388607,-231789
-1452,2264,8388607,-231541
538,1840,8388607,-231417
2412,1318,8388607,-231199
4059,783,8388607,-231099
5511,154,8388607,-231086
6550,-422,8388607,-231451
6976,-848,8388607,-231814
6854,-1102,8388607,-232109
6326,-1301,8388607,-232226
5136,-1281,8388607,-232445
3316,-1041,8388607,-232386
1173,-649,8388607,-232152
-805,-176,8388607,-232144
-2387,296,8388607,-232286
-3902,807,8388607,-232158
-4942,1243,8388607,-232082
-5134,1565,8388607,-231749
-4844,1795,8388607,-231737
-4059,1870,8388607,-231809
-2637,1794,8388607,-231718
-510,1376,8388607,-231593
1956,654,8388607,-231588
4471,-144,8388607,-231658
6856,-1038,8388607,-232061
9343,-2020,8388607,-232167
11628,-2954,8388607,-232139
13171,-3907,8388607,-232104
14125,-4719,8388607,-231997
14779,-5505,8388607,-231991
14649,-6223,8388607,-232252
13541,-6412,8388607,-232409
11849,-6373,8388607,-232582
10559,-6291,8388607,-232397
9904,-6266,8388607,-232656
9611,-6114,8388607,-232582
9690,-5862,8388607,-232441
10148,-5476,8388607,-232104
10881,-4926,8388607,-231881
12354,-4286,8388607,-231911
13858,-3713,8388607,-231807
14124,-3231,8388607,-231539
14378,-2941,8388607,-231279
14797,-2652,8388607,-230921
15178,-2451,8388607,-230888
15629,-2545,8388607,-230751
15397,-2782,8388607,-230832
14109,-2728,8388607,-231071
12273,-2316,8388607,-231452
10295,-1751,8388607,-231526
7970,-912,8388607,-231706
5159,60,8388607,-231754
1864,1079,8388607,-231674
-1164,2129,8388607,-231624
-3650,3113,8388607,-231678
-5833,4076,8388607,-231777
-7597,5248,8388607,-231819
-8556,6086,8388607,-231772
-8742,6312,8388607,-231861
-8237,6133,8388607,-231639
-7053,5784,8388607,-231874
-5235,5352,8388607,-231921
-2846,4755,8388607,-231995
-447,3976,8388607,-232151
1666,3249,8388607,-232268
3439,2411,8388607,-232221
4796,1641,8388607,-232049
5663,959,8388607,-231992
5908,494,8388607,-232210
5752,158,8388607,-232009
5051,-109,8388607,-231897
3524,-134,8388607,-232037
1459,38,8388607,-232341
-483,353,8388607,-232654
-2224,816,8388607,-232757
-3812,1353,8388607,-232584
-4971,1858,8388607,-232601
-5431,2299,8388607,-232571
-5383,2591,8388607,-232302
-4951,2764,8388607,-231914
-3872,2854,8388607,-231723
-2203,2731,8388607,-231629
-61,2349,8388607,-231744
2019,1885,8388607,-231662
3841,1417,8388607,-231810
5473,849,8388607,-231904
6638,306,8388607,-232118
7196,-188,8388607,-232245
7186,-506,8388607,-232166
6816,-771,8388607,-231830
5817,-882,8388607,-231894
4151,-714,8388607,-231974
2033,-421,8388607,-232100
-30,53,8388607,-232106
-1842,570,8388607,-232129
-3404,1140,8388607,-232179
-4592,1697,8388607,-232234
-5113,2148,8388607,-232114
-4987,2423,8388607,-231944
-4593,2637,8388607,-231494
-3569,2717,8388607,-231449
-1845,2522,8388607,-231484
242,2149,8388607,-231501
2231,1678,8388607,-231373
4013,1241,8388607,-231651
5616,608,8388607,-231771
6762,30,8388607,-231697
7319,-415,8388607,-231841
7352,-761,8388607,-231864
6998,-975,8388607,-231560
6026,-1077,8388607,-231670
4388,-941,8388607,-231843
2304,-568,8388607,-232080
258,-70,8388607,-232124
-1529,396,8388607,-232259
-3105,940,8388607,-232176
-4252,1546,8388607,-232206
-4726,1988,8388607,-232099
-4532,2264,8388607,-232082
-4161,2440,8388607,-231998
-3243,2510,8388607,-231999
-1657,2366,8388607,-232019
381,1996,8388607,-232131
2317,1493,8388607,-232239
4089,1043,8388607,-232347
5776,474,8388607,-232186
7011,-128,8388607,-232234
7541,-560,8388607,-232040
7532,-874,8388607,-232144
7228,-1145,8388607,-232106
6302,-1244,8388607,-232322
4697,-1104,8388607,-232219
2607,-725,8388607,-232062
544,-234,8388607,-231816
-1323,256,8388607,-231763
-2934,798,8388607,-231680
-4098,1368,8388607,-231548
-4587,1806,8388607,-231339
-4596,2120,8388607,-231336
-4137,2298,8388607,-230987
-3121,2388,8388607,-230847
-1555,2264,8388607,-230784
471,1914,8388607,-230937
2546,1464,8388607,-231141
4342,965,8388607,-231426
5988,378,8388607,-231574
7199,-171,8388607,-231576
7759,-637,8388607,-231486
7788,-934,8388607,-231668
7539,-1225,8388607,-231824
6619,-1305,8388607,-232075
4928,-1121,8388607,-232088
2861,-825,8388607,-232118
794,-382,8388607,-232196
-989,103,8388607,-232445
-2605,698,8388607,-232502
-3878,1274,8388607,-232399
-4478,1766,8388607,-231997
-4376,2072,8388607,-231766
-3983,2261,8388607,-231665
-3052,2400,8388607,-231844
-1414,2220,8388607,-231655
634,1848,8388607,-231774
2717,1349,8388607,-231864
4515,884,8388607,-232251
6133,281,8388607,-232224
7362,-309,8388607,-232312
7970,-737,8388607,-232366
7987,-1057,8388607,-232425
7649,-1309,8388607,-232281
6764,-1429,8388607,-232223
5141,-1311,8388607,-232214
3059,-977,8388607,-232356
941,-476,8388607,-232361
-818,-8,8388607,-232694
-2421,551,8388607,-232728
-3723,1125,8388607,-232681
-4282,1578,8388607,-232686
-4244,1922,8388607,-232530
-3889,2129,8388607,-232284
-2991,2218,8388607,-232209
-1396,2084,8388607,-231991
680,1725,8388607,-232056
2681,1261,8388607,-232198
4490,782,8388607,-232466
6193,198,8388607,-232571
7434,-414,8388607,-232944
8041,-860,8388607,-232875
8009,-1146,8388607,-232787
7689,-1388,8388607,-232357
6863,-1526,8388607,-232361
5261,-1409,8388607,-232454
3147,-1037,8388607,-232408
1069,-617,8388607,-232154
-770,-116,8388607,-232341
-2383,512,8388607,-232445
-3639,1069,8388607,-232433
-4248,1467,8388607,-232283
-4221,1796,8388607,-232219
-3871,2035,8388607,-232053
-2939,2154,8388607,-232030
-1463,2012,8388607,-231905
522,1653,8388607,-231969
2582,1199,8388607,-231921
4396,746,8388607,-232062
6118,181,8388607,-232234
7429,-386,8388607,-232136
8018,-864,8388607,-232051
8033,-1195,8388607,-232156
7737,-1454,8388607,-232127
6879,-1617,8388607,-232369
5318,-1521,8388607,-232440
3234,-1131,8388607,-232457
1092,-653,8388607,-232089
-789,-192,8388607,-231828
-2469,390,8388607,-231886
-3701,996,8388607,-231973
-4252,1438,8388607,-231827
-4215,1721,8388607,-231850
-3921,1936,8388607,-231956
-3107,2020,8388607,-231942
-1628,1901,8388607,-231820
458,1574,8388607,-231819
2548,1151,8388607,-231878
4325,656,8388607,-232106
5906,75,8388607,-232014
7178,-492,8388607,-231959
7771,-962,8388607,-231912
7838,-1317,8388607,-232151
7598,-1601,8388607,-232206
6742,-1762,8388607,-232328
5234,-1656,8388607,-232441
3169,-1294,8388607,-232489
1004,-809,8388607,-232649
-829,-308,8388607,-232992
-2508,240,8388607,-233182
-3856,826,8388607,-233214
-4451,1311,8388607,-232992
-4469,1670,8388607,-232867
-4116,1877,8388607,-233144
-3323,1952,8388607,-233267
-1867,1863,8388607,-233095
176,1572,8388607,-233322
2274,1121,8388607,-233305
4092,649,8388607,-233084
5673,79,8388607,-233091
6948,-477,8388607,-233324
7609,-970,8388607,-233084
7670,-1307,8388607,-232919
7409,-1525,8388607,-232715
6568,-1694,8388607,-232709
5057,-1581,8388607,-232796
2944,-1225,8388607,-233011
800,-754,8388607,-233086
-1034,-239,8388607,-233262
-2668,336,8388607,-233328
-3982,908,8388607,-233459
-4662,1404,8388607,-233159
-4718,1704,8388607,-232935
-4465,1943,8388607,-232434
-3673,2083,8388607,-232236
